Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HomeTeam_Wins,HomeTeam_Draws,HomeTeam_Losses,HomeTeam_AvgGoalsScored,HomeTeam_AvgGoalsConceded,HomeTeam_AvgShots,HomeTeam_AvgShotsConceded,HomeTeam_AvgCorners,HomeTeam_AvgCornersConceded,HomeTeam_AvgFouls,HomeTeam_PrevSeasonRank,AwayTeam_Wins,AwayTeam_Draws,AwayTeam_Losses,AwayTeam_AvgGoalsScored,AwayTeam_AvgGoalsConceded,AwayTeam_AvgShots,AwayTeam_AvgShotsConceded,AwayTeam_AvgCorners,AwayTeam_AvgCornersConceded,AwayTeam_AvgFouls,AwayTeam_PrevSeasonRank
23/11/2019,Arsenal,Southampton,2,2,D,1,1,D,S Attwell,12,21,5,6,6,8,13,19,6,2,0,0,4,5,3,1.33,1.42,12.83,12.83,7.92,6.17,10.5,5,2,2,8,0.92,2.42,11.17,15.17,4.0,6.92,10.83,16
23/11/2019,Bournemouth,Wolves,1,2,A,0,2,A,S Hooper,9,17,2,7,5,9,10,12,2,1,1,0,4,4,4,1.25,1.25,11.58,11.58,5.33,6.75,8.58,13,3,7,2,1.33,1.25,11.33,13.5,4.67,5.92,12.08,7
23/11/2019,Brighton,Leicester,0,2,A,0,0,D,M Dean,7,19,0,9,6,7,9,1,2,0,0,0,4,3,5,1.25,1.42,12.42,12.42,3.83,5.33,11.33,17,8,2,2,2.42,0.67,13.92,9.92,7.0,3.58,11.08,9
23/11/2019,Crystal Palace,Liverpool,1,2,A,0,0,D,K Friend,16,12,6,4,9,8,8,7,0,1,0,0,4,3,5,0.83,1.33,9.75,9.75,4.25,5.92,12.33,12,11,1,0,2.33,0.83,16.58,9.83,6.33,4.75,9.33,2
23/11/2019,Everton,Norwich,0,2,A,0,0,D,A Taylor,18,13,7,5,7,7,12,11,3,5,0,0,4,2,6,1.08,1.5,13.5,13.5,6.83,4.0,11.83,8,2,1,9,0.92,2.33,11.17,17.17,4.5,7.83,9.83,0
23/11/2019,Watford,Burnley,0,3,A,0,0,D,P Tierney,15,11,4,5,7,5,14,13,0,3,0,0,1,5,6,0.67,1.92,12.58,12.58,5.08,5.83,10.75,11,4,3,5,1.42,1.5,11.08,13.83,5.58,6.08,10.25,15
23/11/2019,Man City,Chelsea,2,1,H,2,1,H,M Atkinson,15,11,4,2,8,2,5,9,1,1,0,0,8,1,3,2.92,1.08,21.58,21.58,9.17,2.75,9.75,1,8,2,2,2.25,1.42,17.0,8.75,5.83,2.92,8.92,3
24/11/2019,Sheffield United,Man United,3,3,D,1,0,H,A Marriner,12,11,8,5,6,3,13,10,1,2,0,0,4,5,3,1.08,0.75,10.33,10.33,6.08,6.33,10.58,0,4,4,4,1.33,1.0,14.5,9.67,6.0,3.58,10.58,6
25/11/2019,Aston Villa,Newcastle,2,0,H,2,0,H,L Mason,17,11,8,5,11,6,10,9,1,1,0,0,3,2,7,1.42,1.67,13.42,13.42,4.17,8.17,11.17,0,4,3,5,0.92,1.5,10.33,14.67,3.58,6.42,8.92,14
30/11/2019,Newcastle,Man City,2,2,D,1,1,D,C Kavanagh,6,24,3,9,1,10,4,6,1,2,0,0,4,3,6,0.85,1.54,10.38,10.38,3.77,6.77,8.92,14,9,1,3,2.85,1.08,21.08,7.62,9.08,2.69,9.38,1
30/11/2019,Burnley,Crystal Palace,0,2,A,0,1,A,P Bankes,15,7,4,2,5,6,13,10,2,0,0,0,5,3,5,1.54,1.38,11.08,11.08,5.54,6.15,10.46,15,4,3,6,0.85,1.38,10.23,14.46,4.62,6.08,12.0,12
30/11/2019,Chelsea,West Ham,0,1,A,0,0,D,J Moss,19,5,6,4,9,3,0,16,0,3,0,0,8,2,3,2.15,1.46,16.54,16.54,5.54,3.31,8.92,3,3,4,6,1.23,1.77,11.38,13.08,4.85,5.54,10.46,10
30/11/2019,Liverpool,Brighton,2,1,H,2,0,H,M Atkinson,15,12,7,5,4,5,3,10,0,0,1,0,12,1,0,2.31,0.85,16.23,16.23,6.46,5.08,9.15,2,4,3,6,1.15,1.46,12.0,13.62,4.0,5.46,11.15,17
30/11/2019,Tottenham,Bournemouth,3,2,H,1,0,H,L Mason,15,20,5,6,4,8,10,12,0,2,0,0,4,5,4,1.62,1.46,12.62,12.62,5.46,5.62,10.31,4,4,4,5,1.23,1.31,11.38,15.31,5.31,6.92,8.69,13
30/11/2019,Southampton,Watford,2,1,H,0,1,A,M Oliver,11,6,6,3,6,7,6,10,1,0,0,0,2,3,8,1.0,2.38,11.92,11.92,4.31,6.85,11.46,16,1,5,7,0.62,2.0,12.77,13.08,5.23,5.77,11.0,11
01/12/2019,Norwich,Arsenal,2,2,D,2,1,H,P Tierney,15,16,8,7,7,12,8,10,2,1,0,0,3,1,9,1.0,2.15,11.31,11.31,4.69,7.77,9.92,0,4,6,3,1.38,1.46,12.77,16.85,7.77,6.31,10.69,5
01/12/2019,Wolves,Sheffield United,1,1,D,0,1,A,D Coote,13,9,3,4,7,2,12,18,1,4,0,0,4,7,2,1.38,1.23,11.77,11.77,5.0,5.85,12.08,7,4,6,3,1.23,0.92,10.46,11.38,6.08,6.08,10.77,0
01/12/2019,Leicester,Everton,2,1,H,0,1,A,G Scott,16,11,6,3,4,4,7,9,0,1,0,0,9,2,2,2.38,0.62,14.31,14.31,7.0,3.77,10.31,9,4,2,7,1.0,1.54,13.85,8.46,6.85,4.23,11.85,8
01/12/2019,Man United,Aston Villa,2,2,D,1,1,D,C Pawson,16,9,6,3,9,9,16,8,4,1,0,0,4,5,4,1.46,1.15,14.23,14.23,5.77,3.77,10.54,6,4,2,7,1.46,1.54,13.69,18.46,4.69,8.0,11.08,0
03/12/2019,Crystal Palace,Bournemouth,1,0,H,0,0,D,A Taylor,7,6,2,3,6,9,6,15,3,3,1,0,5,3,6,0.93,1.29,10.0,10.0,4.71,6.0,11.86,12,4,4,6,1.29,1.43,12.0,15.29,5.5,6.71,8.93,13
03/12/2019,Burnley,Man City,1,4,A,0,1,A,J Moss,4,17,2,8,3,6,9,6,1,1,0,0,5,3,6,1.43,1.43,11.36,11.36,5.5,6.14,10.64,15,9,2,3,2.79,1.14,21.29,7.5,9.14,2.57,9.14,1
04/12/2019,Chelsea,Aston Villa,2,1,H,1,1,D,C Kavanagh,25,9,9,3,9,5,18,10,2,1,0,0,8,2,4,2.0,1.43,16.71,16.71,5.79,3.29,8.29,3,4,3,7,1.5,1.57,13.36,18.29,5.0,8.07,10.86,0
04/12/2019,Leicester,Watford,2,0,H,0,0,D,C Pawson,12,4,6,1,7,2,13,16,3,2,0,0,10,2,2,2.36,0.64,14.43,14.43,6.79,3.79,10.07,9,1,5,8,0.64,2.0,12.29,12.93,5.36,5.79,10.93,11
04/12/2019,Man United,Tottenham,2,1,H,1,1,D,P Tierney,12,8,7,5,4,3,9,9,0,1,0,0,4,6,4,1.5,1.21,14.36,14.36,6.0,4.14,10.93,6,5,5,4,1.71,1.5,12.79,14.93,5.36,5.79,10.29,4
04/12/2019,Southampton,Norwich,2,1,H,2,0,H,K Friend,14,10,5,3,6,1,12,7,1,1,0,0,3,3,8,1.07,2.29,11.86,11.86,4.43,6.86,11.07,16,3,2,9,1.07,2.14,11.57,17.14,4.86,8.07,9.79,0
04/12/2019,Wolves,West Ham,2,0,H,1,0,H,A Marriner,13,6,7,3,5,4,8,9,1,2,0,0,4,8,2,1.36,1.21,11.86,11.86,5.14,5.57,12.07,7,4,4,6,1.21,1.64,10.93,13.5,4.71,5.79,10.86,10
04/12/2019,Liverpool,Everton,5,2,H,4,2,H,M Dean,11,12,5,4,5,6,13,17,1,2,0,0,13,1,0,2.29,0.86,16.14,16.14,6.29,5.07,8.71,2,4,2,8,1.0,1.57,13.64,9.0,6.64,4.21,11.64,8
05/12/2019,Sheffield United,Newcastle,0,2,A,0,1,A,S Attwell,13,6,6,4,8,1,10,6,2,0,0,0,4,7,3,1.21,0.93,10.36,10.36,5.79,6.14,11.29,0,4,4,6,0.93,1.57,10.07,15.5,3.57,7.0,8.57,14
05/12/2019,Arsenal,Brighton,1,2,A,0,1,A,G Scott,12,20,5,9,9,9,10,11,3,1,0,0,4,7,3,1.43,1.5,13.0,13.0,8.07,6.36,10.64,5,4,3,7,1.14,1.5,12.0,13.71,4.07,5.36,11.07,17
07/12/2019,Everton,Chelsea,3,1,H,1,0,H,C Pawson,13,15,7,4,1,5,14,9,3,0,0,0,4,2,9,1.07,1.8,13.53,13.53,6.6,4.27,12.0,8,9,2,4,2.0,1.4,17.27,8.93,6.0,3.4,8.93,3
07/12/2019,Bournemouth,Liverpool,0,3,A,0,2,A,C Kavanagh,3,21,0,9,1,3,5,6,0,1,0,0,4,4,7,1.2,1.4,11.6,11.6,5.73,6.67,9.33,13,14,1,0,2.47,0.93,15.8,10.53,6.2,5.13,9.0,2
07/12/2019,Tottenham,Burnley,5,0,H,3,0,H,K Friend,13,7,7,1,1,1,12,8,1,1,0,0,5,5,5,1.67,1.53,12.47,12.47,5.2,5.67,10.2,4,5,3,7,1.4,1.6,10.87,13.67,5.33,6.13,10.53,15
07/12/2019,Watford,Crystal Palace,0,0,D,0,0,D,M Atkinson,13,3,3,0,6,2,15,16,4,2,0,0,1,5,9,0.6,2.0,11.73,11.73,5.13,5.87,11.27,11,6,3,6,0.93,1.2,9.8,13.93,4.8,6.2,11.47,12
07/12/2019,Man City,Man United,1,2,A,0,2,A,A Taylor,22,11,5,7,16,3,10,10,3,2,0,0,10,2,3,2.87,1.13,21.0,21.0,8.93,2.6,8.93,1,5,6,4,1.53,1.2,14.2,9.67,5.87,4.07,10.8,6
08/12/2019,Aston Villa,Leicester,1,4,A,1,2,A,M Oliver,15,23,2,8,8,5,21,15,6,2,0,0,4,3,8,1.47,1.6,13.07,13.07,5.0,8.13,10.8,0,11,2,2,2.33,0.6,14.27,9.4,6.8,3.67,10.27,9
08/12/2019,Newcastle,Southampton,2,1,H,0,0,D,D Coote,12,19,6,4,3,12,11,17,1,3,0,0,5,4,6,1.0,1.47,9.8,9.8,3.4,7.07,8.4,14,4,3,8,1.13,2.2,12.0,14.0,4.53,6.47,11.13,16
08/12/2019,Norwich,Sheffield United,1,2,A,1,0,H,S Hooper,14,9,4,3,9,1,6,12,0,4,0,0,3,2,10,1.07,2.13,11.47,11.47,4.6,7.93,9.6,0,4,7,4,1.13,1.0,10.53,11.13,5.93,5.8,11.2,0
08/12/2019,Brighton,Wolves,2,2,D,2,2,D,J Moss,13,13,4,5,3,4,10,7,3,0,0,0,5,3,7,1.2,1.47,12.53,12.53,4.4,5.6,11.07,17,5,8,2,1.4,1.13,11.93,12.4,5.13,5.47,11.8,7
09/12/2019,West Ham,Arsenal,1,3,A,1,0,H,M Dean,11,10,4,3,4,3,12,6,2,0,0,0,4,4,7,1.13,1.67,10.6,10.6,4.67,5.73,10.73,10,4,7,4,1.4,1.53,12.93,16.93,8.13,6.53,10.6,5
14/12/2019,Liverpool,Watford,2,0,H,1,0,H,A Marriner,16,8,6,2,6,3,8,6,2,1,0,0,15,1,0,2.5,0.88,16.12,16.12,6.0,4.88,8.81,2,1,6,9,0.56,1.88,11.81,12.25,5.19,5.62,11.5,11
14/12/2019,Burnley,Newcastle,1,0,H,0,0,D,T Robinson,7,9,4,0,4,3,15,12,0,2,0,0,5,3,8,1.31,1.81,10.62,10.62,5.06,5.81,10.38,15,6,4,6,1.06,1.44,9.94,15.56,3.38,7.38,8.56,14
14/12/2019,Chelsea,Bournemouth,0,1,A,0,0,D,G Scott,18,11,5,2,9,4,9,14,1,2,0,0,9,2,5,1.94,1.5,17.12,17.12,5.94,3.25,8.94,3,4,4,8,1.12,1.5,11.06,15.12,5.44,6.44,9.06,13
14/12/2019,Leicester,Norwich,1,1,D,1,1,D,A Madley,18,10,5,3,12,4,11,15,0,4,0,0,12,2,2,2.44,0.62,14.81,14.81,6.69,3.94,10.56,9,3,2,11,1.06,2.12,11.62,16.44,4.88,7.5,9.38,0
14/12/2019,Sheffield United,Aston Villa,2,0,H,0,0,D,P Bankes,7,8,3,0,3,2,10,9,2,2,0,0,5,7,4,1.19,1.0,10.44,10.44,5.62,6.0,11.25,0,4,3,9,1.44,1.75,13.19,19.0,5.19,7.94,11.44,0
14/12/2019,Southampton,West Ham,0,1,A,0,1,A,M Atkinson,11,11,2,4,5,8,9,14,1,3,0,0,4,3,9,1.12,2.19,12.44,12.44,5.0,6.25,11.5,16,4,4,8,1.12,1.75,10.62,13.25,4.62,5.56,10.81,10
15/12/2019,Man United,Everton,1,1,D,0,1,A,M Oliver,24,8,8,3,6,5,10,12,1,2,0,0,6,6,4,1.56,1.19,14.0,14.0,5.69,4.81,10.75,6,5,2,9,1.19,1.75,13.5,9.5,6.25,4.31,12.12,8
15/12/2019,Wolves,Tottenham,1,2,A,0,1,A,S Attwell,18,9,5,5,11,2,14,10,4,4,0,0,5,9,2,1.44,1.19,12.0,12.0,5.06,5.31,11.5,7,6,5,5,1.88,1.44,12.5,14.25,4.94,5.38,10.31,4
15/12/2019,Arsenal,Man City,0,3,A,0,3,A,P Tierney,6,14,1,7,3,3,9,24,1,4,0,0,5,7,4,1.5,1.5,12.75,12.75,7.81,6.38,10.31,5,10,2,4,2.75,1.19,21.06,7.5,9.38,2.62,9.0,1
16/12/2019,Crystal Palace,Brighton,1,1,D,0,0,D,C Pawson,11,15,4,10,3,7,7,12,1,1,0,0,6,4,6,0.88,1.12,9.38,9.38,4.62,6.19,11.75,12,5,4,7,1.25,1.5,12.56,13.56,4.31,5.5,11.0,17
21/12/2019,Everton,Arsenal,0,0,D,0,0,D,K Friend,9,6,0,2,5,4,10,11,2,3,0,0,5,3,9,1.18,1.71,13.18,13.18,6.18,4.41,12.12,8,5,7,5,1.41,1.59,12.35,16.41,7.53,6.18,10.24,5
21/12/2019,Aston Villa,Southampton,1,3,A,0,2,A,C Pawson,19,17,6,8,7,5,16,15,2,1,0,0,4,3,10,1.35,1.76,12.88,12.88,5.0,7.65,11.29,0,4,3,10,1.06,2.12,12.35,13.71,5.0,6.35,11.35,16
21/12/2019,Bournemouth,Burnley,0,1,A,0,0,D,M Atkinson,3,2,0,1,4,5,13,21,2,4,0,0,5,4,8,1.12,1.41,11.06,11.06,5.35,6.59,9.35,13,6,3,8,1.29,1.71,10.41,13.35,5.0,5.65,10.65,15
21/12/2019,Brighton,Sheffield United,0,1,A,0,1,A,R Jones,9,7,2,2,4,3,6,11,1,3,0,0,5,5,7,1.24,1.47,12.71,12.71,4.47,5.35,11.06,17,6,7,4,1.24,0.94,10.24,11.12,5.47,5.76,11.18,0
21/12/2019,Newcastle,Crystal Palace,1,0,H,0,0,D,S Hooper,8,16,3,4,4,5,12,11,2,0,0,0,6,4,7,1.0,1.41,9.88,9.88,3.35,7.18,8.76,14,6,5,6,0.88,1.12,9.47,13.94,4.53,6.24,11.47,12
21/12/2019,Norwich,Wolves,1,2,A,1,0,H,P Bankes,13,14,7,4,3,11,7,14,2,4,0,0,3,3,11,1.06,2.06,11.53,11.53,4.82,7.76,9.71,0,5,9,3,1.41,1.24,12.35,12.24,5.41,5.12,11.65,7
21/12/2019,Man City,Leicester,3,1,H,2,1,H,M Dean,23,5,12,2,6,1,14,9,2,2,0,0,11,2,4,2.76,1.12,20.65,20.65,9.0,2.65,9.88,1,12,3,2,2.35,0.65,15.0,9.76,7.0,3.94,10.59,9
22/12/2019,Watford,Man United,2,0,H,0,0,D,L Mason,11,17,3,8,3,5,16,11,3,1,0,0,1,6,10,0.53,1.88,11.59,11.59,5.06,5.65,11.18,11,6,7,4,1.53,1.18,14.59,10.29,5.71,4.82,10.71,6
22/12/2019,Tottenham,Chelsea,0,2,A,0,2,A,A Taylor,5,13,1,3,3,5,9,11,4,3,1,0,7,5,5,1.88,1.41,12.29,12.29,4.76,5.71,10.29,4,9,2,6,1.82,1.47,17.18,9.29,6.12,3.29,8.94,3
26/12/2019,Tottenham,Brighton,2,1,H,0,1,A,G Scott,11,11,5,5,9,2,10,9,4,2,0,0,7,5,6,1.78,1.44,11.89,11.89,4.67,5.67,10.22,4,5,5,8,1.17,1.44,12.5,13.06,4.44,5.22,10.78,17
26/12/2019,Aston Villa,Norwich,1,0,H,0,0,D,C Kavanagh,11,16,2,6,5,8,15,12,2,3,0,0,4,3,11,1.33,1.83,13.22,13.22,5.11,7.5,11.56,0,3,3,12,1.06,2.06,11.61,16.39,4.72,7.94,9.56,0
26/12/2019,Bournemouth,Arsenal,1,1,D,1,0,H,S Attwell,12,17,4,2,8,3,5,13,4,4,0,0,5,4,9,1.06,1.39,10.61,10.61,5.28,6.5,9.56,13,5,8,5,1.33,1.5,12.0,16.0,7.33,6.11,10.28,5
26/12/2019,Chelsea,Southampton,0,2,A,0,1,A,J Moss,10,5,3,3,8,1,10,9,3,2,0,0,10,2,6,1.83,1.39,16.94,16.94,6.06,3.28,9.06,3,5,3,10,1.17,2.06,12.61,14.0,5.0,6.39,11.56,16
26/12/2019,Crystal Palace,West Ham,2,1,H,0,0,D,A Marriner,13,10,4,2,7,6,5,10,0,2,0,0,6,5,7,0.83,1.11,9.83,9.83,4.56,6.11,11.44,12,5,4,8,1.12,1.65,10.65,13.12,4.82,5.53,11.0,10
26/12/2019,Everton,Burnley,1,0,H,0,0,D,A Taylor,21,6,5,0,10,2,15,14,0,0,0,0,5,4,9,1.11,1.61,12.94,12.94,6.11,4.39,12.0,8,7,3,8,1.28,1.61,9.94,12.78,5.0,5.56,11.22,15
26/12/2019,Sheffield United,Watford,1,1,D,1,1,D,D Coote,16,5,4,2,9,1,11,8,1,3,0,0,7,7,4,1.22,0.89,10.06,10.06,5.33,5.67,11.17,0,2,6,10,0.61,1.78,11.56,12.72,4.94,5.61,11.44,11
26/12/2019,Man United,Newcastle,4,1,H,3,1,H,K Friend,22,7,10,2,5,0,10,7,2,2,0,0,6,7,5,1.44,1.22,14.72,14.72,5.67,4.72,10.72,6,7,4,7,1.0,1.33,9.78,15.11,3.39,7.06,8.94,14
26/12/2019,Leicester,Liverpool,0,4,A,0,1,A,M Oliver,3,15,0,6,2,8,5,7,1,1,0,0,12,3,3,2.28,0.78,14.44,14.44,6.67,4.06,10.5,9,16,1,0,2.47,0.82,16.12,9.94,6.0,4.76,8.76,2
27/12/2019,Wolves,Man City,3,2,H,0,1,A,M Atkinson,20,7,8,3,3,1,7,13,0,1,0,1,6,9,3,1.44,1.22,12.44,12.44,5.72,5.0,11.78,7,12,2,4,2.78,1.11,20.78,7.28,8.83,2.56,10.11,1
28/12/2019,Brighton,Bournemouth,2,0,H,1,0,H,P Tierney,16,10,6,2,9,2,8,11,0,2,0,0,5,5,9,1.16,1.47,12.42,12.42,4.32,5.42,10.68,17,5,5,9,1.05,1.37,10.68,14.68,5.42,6.32,9.32,13
28/12/2019,Newcastle,Everton,1,2,A,0,1,A,L Mason,20,22,5,9,5,8,13,13,2,2,0,0,7,4,8,1.0,1.47,9.63,9.63,3.21,6.95,8.84,14,6,4,9,1.11,1.53,13.37,9.89,6.32,4.26,12.16,8
28/12/2019,Southampton,Crystal Palace,1,1,D,0,0,D,A Madley,14,5,5,2,12,4,13,7,1,2,0,0,6,3,10,1.21,1.95,12.21,12.21,4.79,6.47,11.42,16,7,5,7,0.89,1.11,10.0,13.42,4.68,6.11,11.11,12
28/12/2019,Watford,Aston Villa,3,0,H,1,0,H,S Hooper,20,11,6,2,6,3,16,9,3,1,1,0,2,7,10,0.63,1.74,11.21,11.21,4.74,5.79,11.26,11,5,3,11,1.32,1.74,13.11,18.11,5.11,7.53,11.74,0
28/12/2019,Norwich,Tottenham,2,2,D,1,0,H,K Friend,5,15,2,7,4,6,12,10,3,3,0,0,3,3,13,1.0,2.0,11.84,11.84,4.89,7.79,9.68,0,8,5,6,1.79,1.42,11.84,14.21,4.89,5.47,10.21,4
28/12/2019,West Ham,Leicester,1,2,A,1,1,D,D Coote,14,13,4,8,5,5,16,4,4,1,0,0,5,4,9,1.11,1.67,10.61,10.61,4.89,5.61,10.94,10,12,3,4,2.16,0.95,13.84,10.74,6.42,4.26,10.21,9
28/12/2019,Burnley,Man United,0,2,A,0,1,A,M Dean,8,14,1,5,5,4,17,10,4,3,0,0,7,3,9,1.21,1.58,9.74,9.74,4.84,5.79,11.37,15,7,7,5,1.58,1.21,15.11,10.16,5.63,4.47,10.68,6
29/12/2019,Arsenal,Chelsea,1,2,A,1,0,H,C Pawson,7,13,2,4,2,3,13,19,5,4,0,0,5,9,5,1.32,1.47,12.26,12.26,7.11,6.21,10.42,5,10,2,7,1.74,1.42,16.58,8.84,6.16,3.16,9.11,3
29/12/2019,Liverpool,Wolves,1,0,H,1,0,H,A Taylor,10,10,3,2,5,6,7,3,1,0,0,0,17,1,0,2.56,0.78,16.06,16.06,6.11,4.61,8.67,2,7,9,3,1.53,1.26,12.84,12.0,5.58,4.79,11.53,7
29/12/2019,Man City,Sheffield United,2,0,H,0,0,D,C Kavanagh,16,8,4,0,8,5,5,6,1,1,0,0,12,2,5,2.74,1.21,20.05,20.05,8.42,2.58,10.26,1,7,8,4,1.21,0.89,10.37,10.68,5.53,5.42,11.16,0
01/01/2020,Brighton,Chelsea,1,1,D,0,1,A,S Attwell,16,16,5,5,5,3,8,15,2,3,0,0,6,5,9,1.2,1.4,12.6,12.6,4.55,5.25,10.55,17,11,2,7,1.75,1.4,16.4,8.75,6.0,3.1,9.6,3
01/01/2020,Burnley,Aston Villa,1,2,A,0,2,A,M Oliver,20,11,1,6,8,4,12,10,1,1,0,0,7,3,10,1.15,1.6,9.65,9.65,4.85,5.7,11.65,15,5,3,12,1.25,1.8,13.0,18.2,5.0,7.45,11.6,0
01/01/2020,Newcastle,Leicester,0,3,A,0,2,A,M Atkinson,5,17,2,10,4,5,8,12,1,1,0,0,7,4,9,1.0,1.5,10.15,10.15,3.3,7.0,9.05,14,13,3,4,2.15,0.95,13.8,10.9,6.35,4.3,9.9,9
01/01/2020,Southampton,Tottenham,1,0,H,1,0,H,M Dean,12,11,3,5,6,9,21,8,3,4,0,0,6,4,10,1.2,1.9,12.3,12.3,5.15,6.35,11.5,16,8,6,6,1.8,1.45,12.0,13.75,4.95,5.4,10.2,4
01/01/2020,Watford,Wolves,2,1,H,1,0,H,A Madley,9,16,3,4,4,7,12,6,3,1,1,0,3,7,10,0.75,1.65,11.65,11.65,4.8,5.65,11.5,11,7,9,4,1.45,1.25,12.7,11.9,5.6,4.8,11.1,7
01/01/2020,Man City,Everton,2,1,H,0,0,D,A Marriner,16,7,7,2,3,6,11,11,0,4,0,0,13,2,5,2.7,1.15,19.85,19.85,8.4,2.7,10.0,1,7,4,9,1.15,1.5,13.8,10.4,6.4,4.3,12.2,8
01/01/2020,Norwich,Crystal Palace,1,1,D,1,0,H,J Moss,15,12,4,3,2,5,12,9,5,0,0,0,3,4,13,1.05,2.0,11.5,11.5,4.85,7.7,9.8,0,7,6,7,0.9,1.1,9.75,13.45,4.65,6.4,10.9,12
01/01/2020,West Ham,Bournemouth,4,0,H,3,0,H,G Scott,14,3,7,2,9,2,3,12,1,2,0,0,5,4,10,1.11,1.68,10.79,10.79,4.89,5.58,11.21,10,5,5,10,1.0,1.4,10.65,14.75,5.25,6.45,9.4,13
01/01/2020,Arsenal,Man United,2,0,H,2,0,H,C Kavanagh,10,10,4,4,1,4,11,15,2,0,0,0,5,9,6,1.3,1.5,12.0,12.0,6.85,6.05,10.55,5,8,7,5,1.6,1.15,15.05,10.05,5.55,4.5,10.65,6
02/01/2020,Liverpool,Sheffield United,2,0,H,1,0,H,P Tierney,19,3,7,2,8,4,5,8,0,0,0,0,18,1,0,2.47,0.74,15.74,15.74,6.05,4.68,8.58,2,7,8,5,1.15,0.95,10.25,10.95,5.5,5.55,10.9,0
10/01/2020,Sheffield United,West Ham,1,0,H,0,0,D,M Oliver,13,7,3,2,7,3,11,6,1,0,0,0,7,8,6,1.1,1.0,9.9,9.9,5.43,5.67,10.76,0,6,4,10,1.25,1.6,10.95,12.6,5.1,5.4,10.8,10
11/01/2020,Crystal Palace,Arsenal,1,1,D,0,1,A,P Tierney,6,7,3,4,1,4,14,22,2,3,0,1,7,7,7,0.9,1.1,9.86,9.86,4.67,6.19,10.81,12,6,9,6,1.33,1.43,11.9,15.38,6.57,5.95,10.57,5
11/01/2020,Chelsea,Burnley,3,0,H,2,0,H,K Friend,18,7,8,2,10,3,7,4,0,3,0,0,11,3,7,1.71,1.38,16.38,16.38,5.86,3.19,9.86,3,7,3,11,1.14,1.62,10.14,13.14,5.0,5.62,11.67,15
11/01/2020,Everton,Brighton,1,0,H,1,0,H,D Coote,14,9,6,2,4,3,7,7,2,1,0,0,7,4,10,1.14,1.52,13.48,13.48,6.38,4.24,12.14,8,6,6,9,1.19,1.38,12.76,12.95,4.57,5.14,10.43,17
11/01/2020,Leicester,Southampton,1,2,A,1,1,D,L Mason,5,16,5,10,2,4,9,17,0,3,0,0,14,3,4,2.19,0.9,13.95,13.95,6.29,4.29,10.0,9,7,4,10,1.19,1.81,12.29,13.24,5.19,6.48,11.95,16
11/01/2020,Man United,Norwich,4,0,H,1,0,H,A Taylor,13,8,6,3,4,2,18,7,0,0,0,0,8,7,6,1.52,1.19,14.81,14.81,5.48,4.33,10.86,6,3,5,13,1.05,1.95,11.67,15.86,4.71,7.57,9.9,0
11/01/2020,Wolves,Newcastle,1,1,D,1,1,D,P Bankes,9,5,4,1,5,2,13,12,0,3,0,0,7,9,5,1.43,1.29,12.86,12.86,5.67,4.76,10.86,7,7,4,10,0.95,1.57,9.9,15.86,3.33,6.9,9.0,14
11/01/2020,Tottenham,Liverpool,0,1,A,0,1,A,M Atkinson,14,13,4,7,4,3,4,8,0,2,0,0,8,6,7,1.71,1.43,11.95,11.95,5.14,5.43,10.1,4,19,1,0,2.45,0.7,15.9,9.25,6.15,4.65,8.4,2
12/01/2020,Bournemouth,Watford,0,3,A,0,1,A,M Dean,10,18,1,6,5,5,3,13,1,1,0,0,5,5,11,0.95,1.52,10.29,10.29,5.1,6.57,9.52,13,4,7,10,0.81,1.62,11.52,12.95,4.76,5.71,11.52,11
12/01/2020,Aston Villa,Man City,1,6,A,0,4,A,J Moss,7,22,1,12,2,4,5,12,2,1,0,0,6,3,12,1.29,1.76,12.9,12.9,4.95,7.48,11.52,0,14,2,5,2.67,1.14,19.67,7.9,8.14,2.86,10.05,1
18/01/2020,Watford,Tottenham,0,0,D,0,0,D,M Oliver,15,17,2,5,3,3,13,13,2,3,0,0,5,7,10,0.91,1.55,11.82,11.82,4.77,5.68,11.59,11,8,6,8,1.64,1.41,12.05,13.64,5.09,5.32,9.82,4
18/01/2020,Arsenal,Sheffield United,1,1,D,1,0,H,M Dean,11,12,4,4,4,5,9,13,1,2,0,0,6,10,6,1.32,1.41,11.68,11.68,6.45,5.73,11.09,5,8,8,6,1.09,0.95,10.05,11.14,5.5,5.55,10.77,0
18/01/2020,Brighton,Aston Villa,1,1,D,1,0,H,A Madley,10,8,2,3,3,4,11,13,3,3,0,0,6,6,10,1.14,1.36,12.59,12.59,4.5,5.09,10.27,17,6,3,13,1.27,1.95,12.64,18.45,4.82,7.32,11.23,0
18/01/2020,Man City,Crystal Palace,2,2,D,0,1,A,S Scott,25,5,6,3,14,2,9,7,1,2,0,0,15,2,5,2.82,1.14,19.77,19.77,7.95,2.82,10.14,1,7,8,7,0.91,1.09,9.68,13.23,4.5,6.09,10.95,12
18/01/2020,Norwich,Bournemouth,1,0,H,1,0,H,P Tierney,16,6,5,3,4,5,10,10,2,2,1,1,3,5,14,1.0,2.05,11.5,11.5,4.59,7.41,9.77,0,5,5,12,0.91,1.59,10.27,14.86,5.09,6.5,9.23,13
