Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HomeTeam_Wins,HomeTeam_Draws,HomeTeam_Losses,HomeTeam_AvgGoalsScored,HomeTeam_AvgGoalsConceded,HomeTeam_AvgShots,HomeTeam_AvgShotsConceded,HomeTeam_AvgCorners,HomeTeam_AvgCornersConceded,HomeTeam_AvgFouls,HomeTeam_PrevSeasonRank,AwayTeam_Wins,AwayTeam_Draws,AwayTeam_Losses,AwayTeam_AvgGoalsScored,AwayTeam_AvgGoalsConceded,AwayTeam_AvgShots,AwayTeam_AvgShotsConceded,AwayTeam_AvgCorners,AwayTeam_AvgCornersConceded,AwayTeam_AvgFouls,AwayTeam_PrevSeasonRank
08/02/2003,Leeds,West Ham,1,0,H,1,0,H,D Gallagher,10,12,7,3,9,6,13,13,2,2,0,1,9,4,13,1.27,1.31,10.5,10.5,4.46,6.85,13.65,5,4,8,14,1.08,1.96,10.12,10.88,5.19,5.19,12.69,7
08/02/2003,Liverpool,Middlesbrough,1,1,D,0,1,A,S Bennett,17,2,10,2,14,3,16,12,0,2,0,0,11,9,6,1.42,0.96,13.69,13.69,6.19,5.15,10.19,2,8,6,11,1.16,1.16,10.44,13.32,6.0,5.8,12.0,12
08/02/2003,Tottenham,Sunderland,4,1,H,2,1,H,R Styles,16,8,7,6,10,8,12,11,0,2,0,0,11,6,9,1.38,1.38,10.73,10.73,5.54,5.88,13.08,8,4,7,15,0.65,1.46,8.19,13.77,5.54,7.65,13.31,17
08/02/2003,West Brom,Bolton,1,1,D,0,1,A,D Elleray,15,7,8,5,5,4,8,12,2,4,0,0,5,5,15,0.76,1.48,9.76,9.76,5.0,6.36,13.24,0,5,9,12,1.12,1.65,11.08,11.62,5.15,6.5,10.62,16
09/02/2003,Man United,Man City,1,1,D,1,0,H,A Wiley,15,9,8,6,10,4,8,10,1,1,0,0,16,5,5,1.65,0.92,13.62,13.62,6.92,4.27,11.77,3,11,4,11,1.42,1.42,11.58,10.5,6.08,6.0,11.27,0
09/02/2003,Newcastle,Arsenal,1,1,D,0,1,A,N Barry,6,18,4,10,6,7,11,10,2,2,1,0,15,3,7,1.64,1.24,13.0,13.0,6.6,5.2,11.52,4,17,5,4,2.15,1.08,12.46,7.5,7.38,4.23,12.65,1
19/02/2003,Fulham,West Brom,3,0,H,0,0,D,U Rennie,12,9,8,4,2,3,13,18,1,2,0,0,8,6,12,1.08,1.31,9.31,9.31,5.65,5.96,12.62,14,5,6,15,0.77,1.46,9.96,11.19,5.0,6.27,13.04,0
22/02/2003,Bolton,Man United,1,1,D,0,0,D,A D'Urso,13,7,5,3,8,5,13,10,1,1,0,0,5,10,12,1.11,1.63,10.93,10.93,5.11,6.44,10.67,16,16,6,5,1.63,0.93,13.67,9.04,7.04,4.26,11.63,3
22/02/2003,Charlton,Aston Villa,3,0,H,0,0,D,P Dowd,14,13,9,6,6,6,17,20,2,2,0,0,12,6,9,1.33,1.26,10.07,10.07,4.89,6.63,12.89,13,10,5,12,1.15,1.07,12.63,11.81,6.37,5.74,13.11,9
22/02/2003,Chelsea,Blackburn,1,2,A,0,0,D,G Poll,16,6,9,5,5,2,11,12,2,1,0,0,13,9,5,1.78,1.0,12.26,12.26,5.67,4.89,11.44,6,9,10,8,1.19,1.15,11.89,11.22,6.04,5.59,14.44,10
22/02/2003,Everton,Southampton,2,1,H,0,1,A,D Elleray,25,11,16,6,17,6,3,13,0,1,0,0,13,6,8,1.3,1.19,11.85,11.85,6.85,5.81,14.85,15,10,9,8,1.04,0.96,12.19,12.85,5.3,6.26,12.93,11
22/02/2003,Leeds,Newcastle,0,3,A,0,1,A,A Wiley,12,13,5,6,1,7,14,19,0,0,0,0,10,4,13,1.26,1.26,10.48,10.48,4.63,6.81,13.63,5,15,4,7,1.62,1.23,12.73,11.38,6.58,5.27,11.5,4
22/02/2003,Man City,Arsenal,1,5,A,0,4,A,P Durkin,18,9,12,9,14,4,7,7,0,0,0,0,11,5,11,1.41,1.41,11.48,11.48,6.0,6.15,11.22,0,17,6,4,2.11,1.07,12.67,7.44,7.37,4.3,12.56,1
22/02/2003,Sunderland,Middlesbrough,1,3,A,0,2,A,M Halsey,7,9,4,5,4,6,18,16,2,1,0,0,4,7,16,0.67,1.56,8.19,8.19,5.63,7.74,13.22,17,8,7,11,1.15,1.15,10.12,13.46,5.88,6.12,12.0,12
23/02/2003,Birmingham,Liverpool,2,1,H,1,0,H,C Wilkes,5,14,2,9,2,6,14,11,2,1,0,0,6,8,13,0.85,1.48,9.0,9.0,4.81,5.63,12.85,0,11,10,6,1.41,0.96,13.81,8.59,6.48,5.07,10.41,2
23/02/2003,West Brom,West Ham,1,2,A,0,1,A,M Dean,10,7,5,2,7,4,19,12,1,1,0,0,5,6,16,0.74,1.52,9.93,9.93,4.93,6.11,13.22,0,4,8,15,1.04,1.93,10.19,10.85,5.22,5.33,12.7,7
24/02/2003,Tottenham,Fulham,1,1,D,1,1,D,G Barber,15,8,10,7,5,7,17,13,2,2,1,1,12,6,9,1.48,1.37,10.93,10.93,5.7,5.96,13.04,8,9,6,12,1.15,1.26,9.41,9.7,5.52,5.85,12.63,14
01/03/2003,Blackburn,Man City,1,0,H,1,0,H,S Dunn,10,12,7,6,2,4,9,15,2,0,0,0,10,10,8,1.21,1.14,11.68,11.68,5.89,5.57,14.36,10,11,5,12,1.39,1.54,11.71,10.61,6.29,6.07,11.07,0
01/03/2003,Fulham,Sunderland,1,0,H,0,0,D,E Wolstenholme,11,15,4,6,8,11,18,13,1,2,0,0,9,7,12,1.14,1.25,9.36,9.36,5.57,5.82,12.64,14,4,7,17,0.68,1.61,8.14,13.68,5.57,7.68,13.39,17
01/03/2003,Middlesbrough,Everton,1,1,D,0,1,A,U Rennie,6,11,2,5,4,2,14,8,0,0,0,0,9,7,11,1.22,1.15,10.07,10.07,5.89,6.04,12.15,12,14,6,8,1.32,1.18,12.32,11.79,7.21,5.82,14.43,15
01/03/2003,Newcastle,Chelsea,2,1,H,1,1,D,J Winter,5,8,2,5,5,7,12,22,0,1,0,0,16,4,7,1.67,1.19,12.74,12.74,6.59,5.11,11.78,4,13,9,6,1.75,1.04,12.39,8.89,5.64,4.79,11.43,6
01/03/2003,Southampton,West Brom,1,0,H,1,0,H,D Gallagher,15,12,11,3,9,3,21,20,2,2,0,0,10,9,9,1.04,1.0,12.14,12.14,5.32,6.64,12.93,11,5,6,17,0.75,1.54,9.93,11.07,5.0,6.04,13.43,0
01/03/2003,West Ham,Tottenham,2,0,H,1,0,H,N Barry,10,9,8,3,8,3,14,9,3,2,0,0,5,8,15,1.07,1.89,10.07,10.07,5.18,5.39,12.68,7,12,7,9,1.46,1.36,11.07,12.5,5.68,6.0,13.18,8
02/03/2003,Arsenal,Charlton,2,0,H,2,0,H,R Styles,19,6,11,4,12,6,12,12,1,0,0,0,18,6,4,2.21,1.07,12.54,12.54,7.25,4.64,12.36,1,13,6,9,1.39,1.21,10.21,13.11,4.93,6.61,13.04,13
03/03/2003,Aston Villa,Birmingham,0,2,A,0,0,D,M Halsey,11,5,4,3,4,3,20,17,1,2,2,0,10,5,13,1.11,1.14,12.64,12.64,6.36,5.75,13.36,9,7,8,13,0.89,1.46,8.86,11.29,4.71,5.64,12.89,0
05/03/2003,Man United,Leeds,2,1,H,1,0,H,G Poll,15,7,2,6,8,3,10,16,1,1,0,0,16,7,5,1.61,0.93,13.43,13.43,6.96,4.39,11.57,3,10,4,14,1.21,1.32,10.54,12.86,4.5,6.82,13.64,5
05/03/2003,Middlesbrough,Newcastle,1,0,H,0,0,D,A D'Urso,10,11,4,0,5,9,13,16,0,3,0,0,9,8,11,1.21,1.14,9.93,9.93,5.82,5.89,12.21,12,17,4,7,1.68,1.18,12.46,11.29,6.54,5.18,11.79,4
08/03/2003,Liverpool,Bolton,2,0,H,1,0,H,G Barber,9,10,3,2,3,3,13,11,0,3,0,0,11,10,7,1.39,1.0,13.82,13.82,6.46,4.96,10.43,2,5,11,12,1.11,1.61,11.0,11.57,5.21,6.39,10.75,16
15/03/2003,Aston Villa,Man United,0,1,A,0,1,A,M Dean,19,13,6,5,6,6,10,10,2,1,0,0,10,5,14,1.07,1.17,12.59,12.59,6.28,5.66,13.59,9,17,7,5,1.62,0.93,13.48,9.1,7.0,4.34,11.52,3
15/03/2003,Blackburn,Arsenal,2,0,H,1,0,H,S Bennett,10,9,4,5,3,5,11,15,4,2,0,0,11,10,8,1.21,1.1,11.62,11.62,5.76,5.52,14.17,10,19,6,4,2.21,1.03,12.76,7.76,7.41,4.69,12.34,1
15/03/2003,Charlton,Newcastle,0,2,A,0,1,A,S Dunn,7,11,5,5,6,4,10,9,1,2,0,0,13,6,10,1.34,1.24,10.07,10.07,4.97,6.79,13.0,13,17,4,8,1.62,1.17,12.41,11.24,6.62,5.17,11.93,4
15/03/2003,Everton,West Ham,0,0,D,0,0,D,M Halsey,11,3,8,2,5,5,14,12,2,0,0,0,14,7,8,1.31,1.17,12.28,12.28,7.03,5.76,14.21,15,6,8,15,1.1,1.83,10.07,10.76,5.28,5.31,12.72,7
15/03/2003,Fulham,Southampton,2,2,D,1,0,H,P Durkin,3,12,3,5,3,7,8,11,1,0,0,0,10,7,12,1.14,1.21,9.41,9.41,5.66,6.0,12.83,14,11,9,9,1.03,0.97,12.24,13.24,5.45,6.52,13.21,11
15/03/2003,Leeds,Middlesbrough,2,3,A,1,2,A,D Elleray,14,7,8,3,6,3,16,11,3,2,0,0,10,4,15,1.21,1.34,10.41,10.41,4.45,6.86,13.72,5,10,8,11,1.21,1.1,9.93,13.07,5.79,6.0,12.24,12
15/03/2003,Sunderland,Bolton,0,2,A,0,0,D,J Winter,12,13,7,8,8,6,15,12,1,1,0,0,4,7,18,0.66,1.59,8.38,8.38,5.76,7.69,13.38,17,5,11,13,1.07,1.62,10.97,11.48,5.14,6.28,10.76,16
16/03/2003,Man City,Birmingham,1,0,H,0,0,D,M Messias,14,7,9,4,7,6,17,7,2,1,1,0,11,5,13,1.34,1.52,11.72,11.72,6.21,5.93,11.21,0,8,8,13,0.93,1.41,8.72,11.28,4.66,5.59,13.03,0
16/03/2003,Tottenham,Liverpool,2,3,A,0,0,D,U Rennie,12,9,5,6,9,4,21,11,1,1,0,0,12,7,10,1.41,1.38,11.0,11.0,5.59,6.07,13.03,8,12,10,7,1.41,0.97,13.66,8.52,6.34,4.9,10.52,2
16/03/2003,West Brom,Chelsea,0,2,A,0,1,A,A D'Urso,5,11,1,8,2,4,10,8,0,0,0,0,5,6,18,0.72,1.52,10.0,10.0,4.93,6.14,13.66,0,13,9,7,1.72,1.07,12.24,8.76,5.69,4.79,11.79,6
22/03/2003,Birmingham,West Brom,1,0,H,0,0,D,P Durkin,13,9,6,3,8,3,10,22,0,0,0,0,8,8,14,0.9,1.4,8.67,8.67,4.7,5.63,12.83,0,5,6,19,0.7,1.53,9.83,11.2,4.83,6.07,13.53,0
22/03/2003,Chelsea,Man City,5,0,H,2,0,H,P Dowd,16,8,10,4,7,6,11,13,1,2,0,1,14,9,7,1.73,1.03,12.2,12.2,5.63,4.7,11.67,6,12,5,13,1.33,1.47,11.8,10.47,6.23,5.93,11.4,0
22/03/2003,Man United,Fulham,3,0,H,1,0,H,S Bennett,18,11,11,6,9,5,11,12,2,1,0,0,18,7,5,1.6,0.9,13.47,13.47,6.97,4.4,11.47,3,10,8,12,1.17,1.23,9.2,10.13,5.57,6.03,12.67,14
22/03/2003,Middlesbrough,Charlton,1,1,D,0,1,A,M Dean,15,6,6,4,8,4,9,10,1,2,0,0,11,8,11,1.27,1.13,9.83,9.83,5.7,6.0,12.2,12,13,6,11,1.3,1.27,9.97,13.23,5.0,6.7,12.9,13
22/03/2003,Newcastle,Blackburn,5,1,H,1,0,H,N Barry,14,11,8,8,8,3,12,11,1,1,0,0,18,4,8,1.63,1.13,12.37,12.37,6.53,5.2,11.83,4,12,10,8,1.23,1.07,11.57,11.33,5.67,5.5,14.07,10
22/03/2003,Southampton,Aston Villa,2,2,D,1,2,A,G Barber,11,13,7,9,4,3,8,17,0,1,0,0,11,10,9,1.07,1.0,12.23,12.23,5.5,6.4,13.13,11,10,5,15,1.03,1.17,12.8,11.7,6.27,5.67,13.47,9
22/03/2003,West Ham,Sunderland,2,0,H,1,0,H,R Styles,10,4,4,2,4,1,16,12,1,0,0,0,6,9,15,1.07,1.77,9.83,9.83,5.27,5.3,12.7,7,4,7,19,0.63,1.6,8.5,13.57,5.83,7.63,13.43,17
23/03/2003,Arsenal,Everton,2,1,H,1,0,H,A Wiley,14,6,10,3,3,5,15,19,2,1,0,0,19,6,5,2.13,1.07,12.63,12.63,7.33,4.63,12.43,1,14,8,8,1.27,1.13,12.23,11.3,6.97,5.73,14.2,15
23/03/2003,Liverpool,Leeds,3,1,H,2,1,H,A D'Urso,19,11,11,6,4,6,12,17,0,1,0,0,13,10,7,1.47,1.0,13.5,13.5,6.27,5.03,10.53,2,10,4,16,1.23,1.4,10.53,12.73,4.5,6.73,13.8,5
24/03/2003,Bolton,Tottenham,1,0,H,0,0,D,G Poll,15,7,8,2,4,9,8,9,0,1,0,0,6,11,13,1.1,1.57,11.03,11.03,5.17,6.33,10.8,16,12,7,11,1.43,1.43,11.03,12.3,5.7,6.0,13.3,8
05/04/2003,Aston Villa,Arsenal,1,1,D,0,0,D,U Rennie,6,12,2,5,5,6,19,12,1,2,0,0,10,6,15,1.06,1.19,12.81,12.81,6.16,5.61,13.58,9,20,6,5,2.13,1.06,12.68,7.77,7.19,4.65,12.52,1
05/04/2003,Bolton,Man City,2,0,H,1,0,H,C Wilkes,5,5,3,2,5,7,6,10,0,5,0,0,7,11,13,1.1,1.52,11.16,11.16,5.13,6.42,10.71,16,12,5,14,1.29,1.58,11.68,10.65,6.23,5.97,11.45,0
05/04/2003,Charlton,Leeds,1,6,A,1,3,A,E Wolstenholme,6,14,4,10,7,8,14,17,2,1,0,0,13,7,11,1.29,1.26,9.84,9.84,4.97,6.74,12.81,13,10,4,17,1.23,1.45,10.55,12.94,4.55,6.65,13.9,5
05/04/2003,Man United,Liverpool,4,0,H,1,0,H,M Riley,12,5,9,1,10,4,15,17,1,3,0,1,19,7,5,1.65,0.87,13.61,13.61,7.03,4.42,11.45,3,14,10,7,1.52,1.0,13.68,8.71,6.19,5.06,10.58,2
05/04/2003,Middlesbrough,West Brom,3,0,H,1,0,H,M Halsey,22,12,12,6,3,5,9,15,0,1,0,0,11,9,11,1.26,1.13,10.0,10.0,5.77,5.94,12.1,12,5,6,20,0.68,1.52,9.81,11.26,4.77,6.13,13.81,0
05/04/2003,Southampton,West Ham,1,1,D,1,0,H,M Messias,11,14,5,8,3,8,17,11,3,2,0,0,11,11,9,1.1,1.03,12.19,12.19,5.45,6.29,12.97,11,7,9,15,1.1,1.71,9.84,10.55,5.23,5.16,12.81,7
05/04/2003,Sunderland,Chelsea,1,2,A,1,0,H,D Gallagher,9,13,4,10,3,8,17,11,1,1,0,0,4,7,20,0.61,1.61,8.35,8.35,5.68,7.52,13.39,17,15,9,7,1.84,1.0,12.32,8.61,5.68,4.74,11.65,6
05/04/2003,Tottenham,Birmingham,2,1,H,1,0,H,D Elleray,12,10,6,4,10,5,20,16,1,1,0,0,12,7,12,1.39,1.42,10.9,10.9,5.81,5.94,13.16,8,9,8,14,0.9,1.35,8.81,11.29,4.81,5.55,12.74,0
06/04/2003,Everton,Newcastle,2,1,H,1,1,D,N Barry,9,15,7,8,9,5,12,13,1,2,0,0,14,8,9,1.26,1.16,12.03,12.03,6.9,5.65,14.35,15,19,4,8,1.74,1.13,12.42,11.1,6.58,5.13,11.84,4
07/04/2003,Fulham,Blackburn,0,4,A,0,2,A,G Poll,9,7,4,3,3,4,9,19,0,2,0,0,10,8,13,1.13,1.29,9.26,9.26,5.55,6.13,12.65,14,12,10,9,1.23,1.19,11.55,11.42,5.58,5.58,13.97,10
12/04/2003,Birmingham,Sunderland,2,0,H,1,0,H,P Dowd,7,2,3,0,6,6,22,19,0,1,0,1,9,8,15,0.91,1.38,8.84,8.84,4.81,5.69,12.84,0,4,7,21,0.62,1.62,8.38,13.44,5.59,7.53,13.5,17
12/04/2003,Blackburn,Charlton,1,0,H,1,0,H,J Winter,11,7,6,5,9,11,10,14,0,0,0,0,13,10,9,1.31,1.16,11.41,11.41,5.53,5.5,14.12,10,13,7,12,1.28,1.41,9.72,13.31,5.03,6.78,12.84,13
12/04/2003,Chelsea,Bolton,1,0,H,0,0,D,G Barber,17,7,8,2,3,1,9,10,1,2,0,0,16,9,7,1.84,1.0,12.34,12.34,5.75,4.69,11.62,6,8,11,13,1.12,1.47,10.97,11.16,5.12,6.44,10.56,16
12/04/2003,Leeds,Tottenham,2,2,D,1,2,A,R Styles,11,6,4,2,7,4,13,10,1,2,0,0,11,4,17,1.38,1.44,10.66,10.66,4.66,6.66,14.0,5,13,7,12,1.41,1.41,10.94,12.31,5.94,5.91,13.38,8
12/04/2003,Liverpool,Fulham,2,0,H,1,0,H,A Wiley,17,11,11,7,5,6,9,17,1,2,0,0,14,10,8,1.47,1.09,13.41,13.41,6.12,5.22,10.78,2,10,8,14,1.09,1.38,9.25,10.28,5.47,6.06,12.53,14
12/04/2003,Man City,Middlesbrough,0,0,D,0,0,D,A D'Urso,9,6,6,1,1,4,12,7,0,1,0,0,12,5,15,1.25,1.59,11.47,11.47,6.25,5.94,11.41,0,12,9,11,1.31,1.09,10.38,12.84,5.69,5.91,12.0,12
12/04/2003,Newcastle,Man United,2,6,A,1,4,A,S Dunn,15,15,9,11,6,6,8,7,1,0,0,0,19,4,9,1.72,1.16,12.5,12.5,6.53,5.25,11.88,4,20,7,5,1.72,0.84,13.56,9.34,7.12,4.41,11.56,3
12/04/2003,West Brom,Everton,1,2,A,1,2,A,S Bennett,12,8,6,3,3,10,9,5,2,2,0,0,5,6,21,0.66,1.56,9.88,9.88,4.78,6.03,13.84,0,15,8,9,1.28,1.16,11.94,11.5,6.97,5.62,14.28,15
12/04/2003,West Ham,Aston Villa,2,2,D,1,1,D,M Dean,15,6,7,3,10,7,14,12,4,1,0,0,7,10,15,1.09,1.69,9.97,9.97,5.31,5.09,12.75,7,10,7,15,1.06,1.19,12.59,11.69,6.12,5.62,13.75,9
16/04/2003,Arsenal,Man United,2,2,D,0,1,A,M Halsey,10,6,7,3,6,2,15,15,0,2,1,0,20,7,5,2.09,1.06,12.66,12.66,7.16,4.66,12.5,1,21,7,5,1.85,0.88,13.61,9.52,7.09,4.45,11.42,3
18/04/2003,Tottenham,Man City,0,2,A,0,2,A,M Riley,9,11,6,6,7,9,11,15,2,3,0,0,13,8,12,1.42,1.42,10.79,10.79,5.88,5.94,13.27,8,12,6,15,1.21,1.55,11.39,10.33,6.09,5.88,11.42,0
19/04/2003,Aston Villa,Chelsea,2,1,H,1,0,H,R Styles,19,16,10,10,6,2,11,12,1,0,0,0,10,8,15,1.09,1.21,12.39,12.39,6.15,5.76,13.7,9,17,9,7,1.82,0.97,12.48,8.58,5.67,4.58,11.55,6
19/04/2003,Bolton,West Ham,1,0,H,1,0,H,U Rennie,19,9,9,3,8,3,18,9,3,4,0,1,8,11,14,1.09,1.45,10.85,10.85,5.0,6.33,10.55,16,7,11,15,1.12,1.7,10.12,10.42,5.45,5.15,12.79,7
19/04/2003,Charlton,Birmingham,0,2,A,0,1,A,N Barry,7,13,5,7,8,5,16,12,2,1,0,0,13,7,13,1.24,1.39,9.64,9.64,5.21,6.85,12.88,13,10,8,15,0.94,1.33,8.79,11.03,4.85,5.7,13.12,0
19/04/2003,Everton,Liverpool,1,2,A,0,1,A,P Durkin,9,8,4,2,4,3,15,18,4,3,2,0,16,8,9,1.3,1.15,11.82,11.82,7.06,5.55,14.0,15,15,10,8,1.48,1.06,13.52,8.88,6.09,5.24,10.73,2
19/04/2003,Fulham,Newcastle,2,1,H,0,1,A,D Gallagher,13,8,6,6,6,13,12,9,1,1,0,1,10,8,15,1.06,1.39,9.3,9.3,5.48,6.03,12.67,14,19,4,10,1.73,1.3,12.58,11.15,6.52,5.27,11.76,4
19/04/2003,Man United,Blackburn,3,1,H,2,1,H,A D'Urso,18,6,12,1,7,3,8,9,0,0,0,0,21,8,5,1.85,0.91,13.38,13.38,6.94,4.5,11.53,3,14,10,9,1.3,1.12,11.39,11.21,5.64,5.67,14.0,10
19/04/2003,Middlesbrough,Arsenal,0,2,A,0,0,D,D Elleray,7,6,3,2,3,5,16,12,0,1,0,0,12,10,11,1.27,1.06,10.24,10.24,5.64,5.76,11.85,12,20,8,5,2.09,1.09,12.58,7.67,7.12,4.58,12.58,1
19/04/2003,Southampton,Leeds,3,2,H,2,0,H,M Halsey,16,5,7,3,11,1,8,22,0,4,0,1,11,12,9,1.09,1.03,12.16,12.16,5.38,6.34,13.09,11,11,5,17,1.39,1.45,10.67,12.52,4.73,6.58,13.97,5
19/04/2003,Sunderland,West Brom,1,2,A,0,2,A,G Poll,20,9,13,7,10,5,19,12,4,1,0,0,4,7,22,0.61,1.64,8.18,8.18,5.61,7.48,13.67,17,5,6,22,0.67,1.58,9.94,11.48,4.73,6.15,13.7,0
21/04/2003,Birmingham,Southampton,3,2,H,0,1,A,S Bennett,15,12,9,7,5,3,10,19,0,2,0,0,11,8,15,0.97,1.29,8.91,8.91,4.85,5.76,13.09,0,12,12,9,1.15,1.06,12.27,12.7,5.55,6.18,12.94,11
21/04/2003,Blackburn,Bolton,0,0,D,0,0,D,M Dean,11,6,5,3,9,4,14,13,2,3,0,0,14,10,10,1.29,1.18,11.24,11.24,5.56,5.71,13.85,10,9,11,14,1.09,1.41,11.09,11.26,5.09,6.24,10.76,16
21/04/2003,Chelsea,Everton,4,1,H,1,0,H,M Riley,13,3,9,1,4,0,11,15,1,1,0,0,17,9,8,1.79,1.0,12.59,12.59,5.56,4.62,11.56,6,16,8,10,1.29,1.18,11.74,11.41,6.97,5.47,14.03,15
21/04/2003,Liverpool,Charlton,2,1,H,0,0,D,S Dunn,20,5,10,5,8,9,4,14,0,1,0,0,16,10,8,1.5,1.06,13.35,13.35,6.0,5.21,10.94,2,13,7,14,1.21,1.41,9.56,13.24,5.29,6.79,12.97,13
21/04/2003,Man City,Sunderland,3,0,H,2,0,H,G Barber,15,4,8,3,7,3,12,11,0,1,0,0,13,6,15,1.24,1.5,11.38,11.38,6.18,5.91,11.53,0,4,7,23,0.62,1.65,8.53,13.12,5.74,7.41,13.82,17
21/04/2003,Newcastle,Aston Villa,1,1,D,1,0,H,J Winter,16,10,4,7,8,5,6,13,0,1,0,0,19,4,11,1.71,1.32,12.44,12.44,6.71,5.29,11.68,4,11,8,15,1.12,1.21,12.59,11.91,6.15,5.65,13.62,9
21/04/2003,West Brom,Tottenham,2,3,A,1,1,D,P Dowd,8,8,8,5,5,8,9,10,2,2,0,0,6,6,22,0.71,1.56,9.91,9.91,4.74,6.26,13.65,0,13,8,13,1.38,1.44,10.74,12.24,5.91,6.03,13.21,8
21/04/2003,West Ham,Middlesbrough,1,0,H,0,0,D,A Wiley,13,6,9,2,4,6,15,18,1,2,0,0,7,11,16,1.09,1.68,10.09,10.09,5.38,5.24,12.68,7,12,10,12,1.24,1.09,10.15,12.53,5.56,5.74,11.97,12
22/04/2003,Leeds,Fulham,2,0,H,1,0,H,N Barry,19,7,7,2,8,4,18,17,0,2,0,0,11,5,18,1.41,1.5,10.5,10.5,4.62,6.71,14.21,5,11,8,15,1.09,1.38,9.41,10.41,5.5,6.24,12.65,14
26/04/2003,Birmingham,Middlesbrough,3,0,H,2,0,H,M Dean,7,6,6,4,3,3,17,18,1,2,0,0,12,8,15,1.03,1.31,9.09,9.09,4.86,5.69,13.0,0,12,10,13,1.2,1.09,10.03,12.54,5.57,5.69,12.14,12
26/04/2003,Bolton,Arsenal,2,2,D,0,0,D,A D'Urso,17,8,11,7,10,4,15,16,2,2,1,0,9,12,14,1.06,1.37,10.94,10.94,5.06,6.31,10.83,16,21,8,5,2.09,1.06,12.38,7.65,7.06,4.53,12.56,1
26/04/2003,Charlton,Southampton,2,1,H,1,0,H,A Wiley,14,14,10,6,7,10,15,12,1,1,0,0,13,7,15,1.2,1.43,9.43,9.43,5.4,6.83,13.0,13,12,12,10,1.18,1.12,12.26,12.76,5.47,6.15,13.12,11
26/04/2003,Chelsea,Fulham,1,1,D,1,0,H,D Elleray,11,7,5,5,9,2,9,11,3,2,0,0,18,9,8,1.86,1.0,12.6,12.6,5.51,4.49,11.54,6,11,8,16,1.06,1.4,9.34,10.66,5.46,6.29,12.77,14
26/04/2003,Everton,Aston Villa,2,1,H,0,0,D,G Poll,11,15,8,10,8,6,10,13,0,1,0,0,16,8,11,1.29,1.26,11.49,11.49,6.77,5.43,14.06,15,11,9,15,1.11,1.2,12.51,12.03,6.11,5.71,13.6,9
26/04/2003,Leeds,Blackburn,2,3,A,1,1,D,P Durkin,15,10,9,5,11,6,12,18,2,1,0,0,12,5,18,1.43,1.46,10.74,10.74,4.71,6.63,14.31,5,14,11,10,1.26,1.14,11.23,11.26,5.66,5.66,13.86,10
26/04/2003,Sunderland,Newcastle,0,1,A,0,1,A,S Bennett,12,18,8,9,6,8,20,18,4,4,0,0,4,7,24,0.6,1.69,8.4,8.4,5.66,7.4,13.74,17,19,5,11,1.69,1.31,12.54,11.17,6.74,5.29,11.51,4
26/04/2003,West Brom,Liverpool,0,6,A,0,1,A,D Gallagher,9,18,5,14,4,3,12,6,1,1,0,0,6,6,23,0.74,1.6,9.86,9.86,4.74,6.31,13.51,0,17,10,8,1.51,1.06,13.54,8.77,6.06,5.31,10.74,2
27/04/2003,Man City,West Ham,0,1,A,0,0,D,R Styles,16,11,5,7,11,6,10,11,1,1,0,0,14,6,15,1.29,1.46,11.49,11.49,6.2,5.83,11.54,0,8,11,16,1.09,1.63,10.17,10.54,5.34,5.26,12.74,7
27/04/2003,Tottenham,Man United,0,2,A,0,0,D,J Winter,6,20,3,15,5,8,11,11,0,0,0,0,14,8,13,1.43,1.46,10.66,10.66,5.97,6.0,13.11,8,22,8,5,1.89,0.91,13.51,9.43,6.94,4.46,11.43,3
03/05/2003,Aston Villa,Sunderland,1,0,H,0,0,D,S Dunn,11,11,4,7,12,6,11,13,0,1,0,0,11,9,16,1.11,1.22,12.58,12.58,6.11,5.78,13.58,9,4,7,25,0.58,1.67,8.5,13.31,5.67,7.42,13.92,17
03/05/2003,Blackburn,West Brom,1,1,D,1,0,H,R Styles,13,13,7,7,7,2,14,16,2,1,0,0,15,11,10,1.31,1.17,11.19,11.19,5.67,5.81,13.97,10,6,6,24,0.72,1.72,9.83,11.81,4.72,6.22,13.47,0
03/05/2003,Fulham,Everton,2,0,H,2,0,H,G Barber,13,16,6,8,6,9,14,13,1,1,0,0,11,9,16,1.06,1.39,9.28,9.28,5.36,6.36,12.72,14,17,8,11,1.31,1.25,11.47,11.56,6.81,5.44,13.94,15
03/05/2003,Liverpool,Man City,1,2,A,0,0,D,N Barry,8,6,6,3,8,4,9,17,2,2,0,0,18,10,8,1.64,1.03,13.67,13.67,5.97,5.28,10.61,2,14,6,16,1.25,1.44,11.61,10.14,6.33,5.83,11.5,0
03/05/2003,Man United,Charlton,4,1,H,3,1,H,M Halsey,21,4,14,2,11,3,6,10,0,1,0,0,23,8,5,1.89,0.89,13.69,13.69,6.97,4.47,11.42,3,14,7,15,1.22,1.42,9.56,13.44,5.44,6.92,13.06,13
03/05/2003,Middlesbrough,Tottenham,5,1,H,3,0,H,U Rennie,26,6,16,4,8,3,15,9,0,2,0,1,12,10,14,1.17,1.14,9.92,9.92,5.5,5.61,12.31,12,14,8,14,1.39,1.47,10.53,12.33,5.94,6.06,13.06,8
